line,label
Just finished Perfect fifths. Made me So happy ,4
I am so tired! Today was good ,4
Hannah montana with Lindsey and natalie gosh ,4
BKK has protest  maybe Ho Chi Minn City?!,0
"@markress understand that, we are all busy. I can only tweet after work. ",0
@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,0
I miss my room in Pasig.. I have no place right now to take SP's ,0
"but i must say, playing re5 co-op with @sammah is fun fun fun ",4
@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. ,0
@cannibaleyes I as bowling and the shit ripped ,0
is so glad @lauryn_w is on twitter ,4
@xxCachyxx okay then ,4
"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",0
wants a polaroid camera. ,0
@iamdiddy I am sending you a Giant Size Hug with Supercagafragalistic Positivity!! Hope it reaches you in Studio...  ,4
"@mckelvaney It's very boring, but will all be over on Wednesday! ..until exams. I'm doing a history degree. ",4
@aaronabber Thank you for following me; I appreciate it! Look forward to your tweets! ,4
talkin to my babyyyy ,4
aaaaaaaaaah still cold outside... at least it's sunny! For now that is ,0
Site load rising again. Increased my capacity but it's going up still ,0
Lots of pretty artisan jewerly to choose from in my shop http://joslinjewels.etsy.com. Only 21 shopping days left until Mothers Day. ,4
@katortiz  Not forever... See you soon!,0
@aniita_0517 Yes i did. That's a sad topic for me! haha... I am not going to the concert... It's very far and probably very expensive  ,0
@OfficialDHough P.S. tell your boy Mark to get on Twitter!!!! ,4
"Relaxing after cleaning, turns out I need a new microwave AND sweeper! Hey, my kitchen looks better now that I have room to move, lol! ",4
Magah se har� twitter! ,4
On the phone with someone special @rattlerguy ,4
@Giovna Wee. ,4
spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..,0
@stephlovespeter hahah good night! Sweet dreams ,4
@alandavies1 eh how much have you had to drink tonight???? ,4
@malfoymercy Hogsmeade Queen ,4
"@foreign_spell yeah, it's tricky! andrew played on it his radio show earlier, that's why i was randomly tweeting it. ",4
I hate the fact that I'm genuinely excited about my last tweet ,0
just saw Slumdog Millionaire for the 5th time ,4
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,0
"Djing @ Chevys 2night in Chesapeake, VA. Be There ",4
"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled ",0
Trying to use this ,4
@jess22t they have diff camps. gahh they're all rural though. woga woga and bathurst  but they're the best 4 advertising ,0
Passed out last night while mum was puttin cream on my.tattoo ,0
@niah_ I love your background. And I had a slight headache before... ,4
@NINfreak7  come take me away... I don't wanna be here,4
@kgray92 like 2 pages i think. ,4
Slideshare's embed code is annoying me.  Sorry about the tiny embed  #fail,0
"Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee ",0
It seems that Twitter lost some updates yesterday - again!!  #twitter #fail,0
Today is the day the government kills us all ,0
oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days ,0
is back at work...Although I wish I was back in bed... ,0
The internet is hating me. Night i s'pose. ,0
@DianaWyatt  You are being cheeky now.lol ,4
Late night grub with @anuhh ,4
My #art is regressing... ,0
"I'm sitting up, unable to sleep ",0
"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",0
Crap. I need more dresses too. ,0
dang won't be able to get to any workshops run by web directions ,0
"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?",0
"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",0
@jennettemccurdy you did an amazing job  you have such a great voice. Are you coming out with a CD? If so I am definitely buying it.,4
@Carmonium i'm stressed outttt ,0
@mirandable87 India House is still around. And I'm glad you care  Why isn't Ian on Twitter?,4
"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....",0
@carthart thanks ,4
Dancing with the besties ,4
@BrockSawyer Yep.. Already done a story on ping.fm.  Luv them!!!! Met them when their &quot;bot&quot; answered my &quot;help&quot; tweet&quot;. ,4
i thought you would support me on this ,0
leaving to the doctor's BLAHHH!! anyone ever have tonsillitis if so  tweet me later ,4
"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",0
"has Finland sleeping for the night, not really enough time ",0
@YouHerevideo  I recommend Tweetdeck - you can search by areas of interest to you - there is SO MUCH MORE ,4
"@cocohhm G0G0G0 Update me about ya moreeeeeee, even 1 line can make me  Y0Y0Y0",4
@Lotay I don't agree. Forgiveness comes in time. Sometimes a little anger and angst helps healing ,4
@katyperry Hey Katy how are U ? I just wanna say you UR a geat singer and I love UR album ,4
still spitting out stitches from that bone graft ,0
"Oh, and it's officially my birthday. Happy 23rd birthday to me! *looks around* Yet no one is here to wish it to me  Erik's in bed.",0
"@JoLoPe definitely.  Some people have seemed good from an initial glance at their feed, but reality has shown otherwise ",4
At home watching the re-runs of Britains Got Talent with Lauren ,4
"@Sakura_Kurosaki No prob, I hope you have a good one &lt;3 OOH,  AND WHAT KIND OF CAKE?!  I love cake.",4
found it! well the post but still that is the best part of it ,4
@LeslieIN @LeslieIN hahaha!! well try to sleep good in the mean time! ,4
Southland is such an awesome show ,4
omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.,0
@mobilephone2003 Thank you  ,4
"Chez Fabrice, great spot ",4
Okay I'm sorry that was mean. I'm not nice ,0
@mandayyy ,0
wow!!!  what an amazing day of exploring different worship styles   jesus is so diverse,4
@AndyLeigh You have an photography estimate in your inbox. Going to pack my @acmeBaby photo / overnight / snack bag. ,4
Another sales pitch today for a potential #surface customer. I do more sales than development these days ,0
@APLINK Thank you for following me; I appreciate it! Look forward to your tweets! ,4
@bluapp Any way to resize the window of Blu at all? Will this feature come out soon? ,4
Good morning for a very rainy France  No gardening for me today.,0
shower success  now off to chads going away party.,4
North carolina baby!! Aint nothin stopping them but the nba draft ,0
C'mon sean man ,0
&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation ,0
"hmmmm....still kicking, procrastinating a little bit...other than that a little bored  suppose hit me up ",4
"@nyproperty4sale J, Good evening. How did that go ?  Steven",4
explaining twitter to the tias ,4
@patdisco omg panic at the disco  I'd buy more songs if iTunes didn't raise their prices &gt;:O... now I'm finding an alternative =/,4
Wanna spend the night with Tay tonight!  Maybe we'll be allowed! &lt;3 I love slumberrr partaysss! ,4
@marlonjenglish ,0
i'm missing my best friends. I miss our fun times together. I love you guys and i miss you so much  ,0
"Tonight's Gyratory System show at the vibe bar will be electronic, due to drummer illness. ",0
@caitlinaudrey awww!  that sucks! are you going to the sydney one?,0
is so 'jeles' argh.  sy pn mau jln sm kau jg. *sadddddddddddddish,0
misses him right now. i need a hug ,0
why must I be awake at this untimely hour ,0
@caliblondie Those bloody limeys came up with &quot;going Dutch.&quot; ,4
dang! i'm lazy  i've begun three short stories in the last three weeks... and never finished anything. will. have. more. focus.,0
feeling ill and sorry for myself ,0
@Alyssa_Milano Congratulations Alyssa  You've worked so hard on this Its great to see this happen! ,4
@Mstermind1 Well in the end it wasn't outside. Too much cleaning of the patio furniture involved. But it did turn out good! ,4
is procrastinating... i feel ill.. but don't want to go to bed.  ,0
"Motivated to sleep, but I'm feeling quite icky. ",0
@arielehenriques Why do I feel like your preaching to me? lol damn I'm guilty ,0
Is recovering after a very hectic night at work. Whew! lol! But I love my job!!!! ,4
its the holidays and i still bloody insist on waking up at school times ,0
"has 0g of milky bar left, and around 200ml of coke ",0
Ahaha. My dads giving my mommy a piggy back ride.  why is it called piggy back? .. Pigs don't walk on their legs.,4
"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",0
@cchaos I would love to come. I'll set a reminder in my phone ,4
I wish I was better at writing. It's taking me so long to write this paper. ,0
"@_keytiramen n its great your good to do it yourself.$15 keep on your pocket,haha ",4
@mileycyrus http://twitpic.com/2xszg - Napping? At this point you may need a few of those. GMA is gonna come early. ,0
@JumpNegative lmao.. yeah ,4
my ? beats for the one i love  http://tinyurl.com/dcdybr,4
"Tuesday is a raining day, again ",0
"@ktml I think its iTunes fault I cant download it on my Mac now &quot;store busy&quot;   if you got it, anything awesome in the camerakit update?",0
My nap was interrupted so many times today  Going out for Japanese with the 'rents again...,0
On our way home. ,4
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",0
Not drunk at all  @kirstiekalamity,0
"@hoboph0bic Yeah, but my followers-to-following ratio is better than yours so....I win ",4
@natneagle Watching you on blogtv is hilarious I've never been able to be on here when you are  Off to make a drink now lol,4
God Daddy has once again blessed me with a new phone and computer for the right price at the right time  so privileged to be his daughter!,4
"@wstecker hey friend! your little ones are so precious. yes, hopefully we'll see you guys again soon. ",4
twiggassssssss I been out of range all day  I'm back now and hopefully for good.,0
i follow people who follows me. ,4
http://twitpic.com/3ks5p - this is what i call a picture perfect moment ,4
"@darktouch When I first glanced at the word &quot;tentacles&quot; that's...um, well, that's not what I saw. ",4
its a perfect night to Fuck next to a bonfire  wish i was  Hearts &amp; stars,4
"Arghh! My hands are itchy!! Could it be that on top of my 'alergy' to beef, I also cannot eat chicken no more?? ",0
"Hey guys see whats live on sports RIGHT NOW!!!!  Watch, have fun, enjoy the game!! www.justin.tv/scp_dabest_09_chelsea?56",4
@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,0
@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!,0
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,0
finished everything she needs to do at work tonight.  Ugh...three hours of nothing coming up... ,0
last one!!! but still not done!!! ,0
Just heard Eminem's new single. It's official. He fell off. : Just heard Eminem's new single. It's official. He fell off. ,0
@ninasplayground thanks for entering! Good luck! ,4
@NctrnlBst http://twitpic.com/3k32m - These look perfect! Just put them in a paper bag on the side for me please. ,4
Special times with the fam...love those days...make me happy. ,4
is soo glad emma on too keep him sane and talk about his problems ,4
"Damn stiff neck, day 2 ",0
@emmax__ hehe i didnt know if youd see  but your helping like you wouldnt believe id go mad otherwise i think.. AGAIN lol,4
going to Yum Cha... ,4
yes it is  and i got ripped off do not shop at WOW. !!!,0
@BeatlesTweets tweet-singing must be done more often...it spreads the love ,4
"@amyserrata he wrote most of the album, but ironically, the singles he did not write ",0
@deathcabfor_me forshure I'll try!!!! ,4
"@chocokat718 haha I know you do sweet girl! I only tease. but believe me, poco dolce are worth the trip alone!! ",4
"@Katy_C Lovely, Katy! I'm looking forward to the birth of your new novel. ",4
@nicksantino we severely missed our &quot;cool chaperone&quot; at the zoo on Thursday. But it's cool I'll still support the music ,4
"Viens de revoir  &quot;Death Proof&quot;, j'adore Tarentino ",4
I'am bored. Nothing to do! ,0
@blindmonk i'll be in CA in may &amp; france end of the year. (i think) i'm no longer in CA. living in texas since aug 2008.  come  this way! ,4
"Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good...",0
Can't sleep. Need to talk to someone. ,0
drinking a venti london fog tea latte... full leaf tea bag = good stuff. ,4
"@Trula Twitter plan = Yes, I do... Twitter, that is. ",4
I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time ,0
"my livejournal is officially updated for the first time in like a month. if you're interested, read it. if not, don't read it. whatevs. ",4
"wants to use the 8-directional dance pad, pero di compatible sa TV yung game.  http://plurk.com/p/n0hyu",0
i had 7 hours of sleep and now i cant go back to sleeping  im thirsty,0
At sarahs waiting for the boys to go to dinner  they take long lol hahahahaha,4
Eating Adolfos! I love Pueblo and our abundance of good Mexican food ,4
Sooooooooooo i went to the gym and it was so lovely ,4
Twitter is down? ,0
"@uptheneck and my bucket-n-shovel   You've created something magical, ya know... ordinary magic is more potent than the extra-ordinary",4
ugh. cant sleep. its 1:30am. ,0
Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  ,0
@Abiu Looks like an interesting organization. Glad things are well. ,4
@tehmiminator I sent it to you ,4
Just finished seeing 'Punisher: Warzone' - gory as hell! Love it ,4
just what am I supposed to think? ,0
@ellelovexx haaaaa i want mac &amp; cheese toooooo!!!  hahahaha hey..i still got the one u left here...i guess im making that today Oo lol,0
"@theroser when you guys come to washington state, you should totally crush that tacoma mall  PLEASE? lol",4
@nick_carter you're like my fave disease! I won't even bother lookin for the cure!  yes i realize that was cheeesy!,4
Have a great night twitters...xo ,4
"@writingvixen I liked it.  Predictable and a bit cheesy, but it was fun. And Zac is really really hot. Lol.",4
Feeling really really ill ,0
Twitter woke me up ,0
wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ,0
Eatin' my favourite patato chips  ... Mexican Chili !!!,4
Essay time.... ,0
"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",0
@kameelahwrites &lt;33 codez....they've been MIA tho ,0
"@jl_x3  no, it may well have been, boys both have long(ish) hair and have been mistaken for daughters before ",4
"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* ",0
if you still want a Jonas Brothers at the Ryman Auditorium Soundtrack message me! ,4
@montefontaine you must not have any scottish or irish in ya? i hold my liquor very well! ,4
i like it when i have a babysitter while i'm home  it's relaxing.,4
@kev_d just lookin for stuff you can only do on mac ,4
@RangeLarson Awesome...you'll have to teach me ,4
@parakeetluvr *Waving back* No need to be shy! ,4
Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now ,0
should've been asleep two hours ago ,0
@pammiebegood went to a great art show and met some awesome people there...but i should have been cleaning house! ,4
Why is it raining tomorrow night after it was sooo nice today?!  Guess I should be thankful that I was able to enjoy it at least.,0
Onion rings it is!!! With spicy dipping sauce! Check the blog for picture tomorrow! ,4
boycotting work: on facebook's fashion war. ,0
missin' the boo ,0
"@sasamaire you're welcome! I just wanted to say that you are a great actress, and your picture is lovely ",4
@nicolerichie yes! we had the VHS. i cried when the old man died ,0
@DrJeffersnBoggs you are most welcome ,4
omigod my voice sounds so stupid. im so tired. good night ,4
@sevenmac You should set up a video channel for your podcast on Miro. Just checked and you're not listed there. ,0
I hate being away from her... I cant sleep alone anymore ,0
@jones101 @BrettCummins dude - hilarious.  i can't tell you how many times i think of brett when i see andy bernard ,4
"School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   ",0
@damana Blue yellow and white ,4
Darn! Forgot that tonight's shoot was postponed. Will be at a loose end now!&quot;  ,0
@LadyLDN I hope you feel better soon  Being ill is no fun at all.,0
wont get any rudd money   for those in doubt... http://calculators.ato.gov.au/scripts/axos/axos.asp?CONTEXT=&amp;KBS=ESB.xr4&amp;go=ok,0
@SarahReedSC treaty isn't defined ,0
that's pretty fast typing for almost 1 a.m. ,4
@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,0
is chillin out on the comp but will be going to bed soon as its getting very late lol!! ,4
I'm sorry. I've ruined everything between us. forgive me? ,0
Watching @David_Tennant. Interesting set/filming updates. I wish I was in Cardiff. ,0
Im going to get ready to watch a movie and then to bed it is ,4
"I have chapped lips, boo ",0
"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",0
Is physically tired but can't sleep ,0
@zombietwitch haha take comfort in this japanese saying: http://tvtropes.org/pmwiki/pmwiki.php/Main/IdiotsCannotCatchColds then  getwe ...,4
How many digg users we have here ,4
A nice 73 degrees out  Listening to the geese and ducks.,4
apparantly my best friend is bulking up. ,4
"@MissCassandra StiLL on my &quot;Lions &amp; Tigers &amp; Bears&quot; shyt.............  but GOD is gOOd consequently, I wiLL be tOO",0
@aaronrva is in the bathroom and i have to pee!    ,0
"@louie094: shooting!?!! be careful, luisa ",0
@JoeFernandez @klout your not thinking of selling are you? ,0
@BritSystem She stopped eating and is just sleeping all day.  Im worried about my precious little bean.,0
"http://twitpic.com/2y65i - Snow, the guy I'm seeing car at work...lmao...he gonna kill me ",0
today sucked. I'm gonna die without chris and callum!  wahhh!,0
@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,0
@WineTwits Mmmm..yes.  A big glass of Shiraz ,4
cant be bothered gwtting dressed  x,0
@hert Jesus Camp? Yeah... ,0
bored.. ) waiting for the food to be ready ,4
im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,0
listening to nathan cry.... ,0
Waiting for the horses to band together. ,4
@B_Tab Glad to hear it! Great guys are hard to find ,4
@ddlovato Do you hate us?? Please don't ,0
"@wksmith72 well, I throw my friends around the dance floor all the time  it is fun!",4
doing make up shit ,0
working on my lab report that's due 2359hr tonight. ,0
ooooo ethan i love you ,4
@jeffreecuntstar i do! ,4
"First Tweet ever thanks to @crackr!  Twittering live from Orangesky, Stage Club in search of tall Russian women ;)",4
@Gen_Marie  I hope we can fix you in California at least.....,0
@robgold601 oh lol! That's nothing baby  u just need to come here ;-),4
At the HUT with stephaniel ,4
slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards ,0
@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,0
missing my boyfriend  who im on the phone with but its just not the same TWEET,0
"@lukebenward haha, you don't really look 9 =/ my friend is just a major loser, i promise ",4
clearing my desk... ,0
wine tasting tonight...can't wait...good times ,4
"sucked in heather, sewage bath xP and poor owen in the bear  (total drama island)",0
@AnTYnational -thats my lil sis! and we flow sick and... twitter need to get familiar! right? @msporsh ? ,4
has got combined ear and toothache and wants to rip her face off.  *stamps foot*,0
happy to be home again ,4
starting out on twitter... still learning how to use it...will see how this goes.. seems like fun following all the craze about tweeting ,4
I've upgraded Hogo to Rails 2.3.2 now I'm having a pint of Polish Zubr as a reward ,4
"@KiddKraddick   Love the show, it makes me laugh on my way to school every morning. ",4
"@jacdi Yup, them hot boys are always gay. Fun eye candy tho ",4
@seantheflexguy &quot;I hate nihlists. Say what you want about the tennets of socialism but at least it's an ethos&quot; or something like that ,4
hoping I can fall asleep after watching Knowing.  Definitely wasn't National Treasure ,0
"Time to come clean -- I wanted to give up meat for a long time, but it took a @tonyrobbins seminar for me to do it!  Let the jokes begin ",4
Blip.fm is undergoing maintenance.  http://blip.fm/,0
"@ball_and_chain, lovely fashion play list  I especially dig the blue and white polka dot dress.",4
"   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew",4
This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,0
i miss my 808 fam ,0
Watching Silva's fight @ UFC97.... ,4
"The sun is shining, gotta get to work ",0
damn its down. ,0
@RJToronto Thanks! I think you've inspired me to get away with as much sneaking as I can. At least with taking pics of strangers. ,4
@Dynoisthename haha you better watch those two. They might actually kill each other. ,0
@saywhatx  I love you moree&lt;3,4
"Yo jimo i cant talk on aim anymore, its glitching  ill cya later and i hope u see this",0
@Comixace Officially jealous  Its actually pretty hot here in LA,4
watching return of the jedi. badass. ,4
trust is hard ,0
'i can't take my eyes off of you' makes me happy ,4
Too many assignments ,0
IIIIIIIF.. lets say some how.... i was made of CHOCOLATE would you eat me?  be honest,4
@jason_2008 Hello! Im out of coffee this morning..that's what i get for winding you up yesterday!!! Lol  Have a good day!,0
"Another early morn with the Duchess, although she hadn't managed to cross her legs this time ",0
"@Wyldceltic1 oh man, it was the most sad ever. ",0
@Labrys67 the chat broked? ,0
"Alaska In Winter, sounds like a great band who will hopefully become popular. They played at SXSW this year, listening to them now ",4
@mimblewimble @greyhoundstooth thanks!  would u guys be keen on being contributing writers?,4
throat is so raw she cannot sleep....  ,0
 Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,0
"@TheLimousines hahah, holaaa ",4
"@abbyro my cell is broken, so call my bb if want to do anything/to make plans for tomorrow. ",4
Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,0
@JonathanRKnight I guess that's a no then. ,0
"Dear Crimestoppers, thankyou for your regular service of our burglar alarm, I'm most grateful for the new 200dB ear-deafening entry tones ",0
@sarahsaturday I'm sorry your gift card ran out.... That suck. ,0
This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done ,0
"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",0
"ow ow ow, tummy ache, too much candy. i never learn ",0
Addicted to twitter ! ,4
@Suzbroughton @larrybroughton hey! When are we going to get a DUDE family photo?!? ,4
Just saw Paris Hilton... Lol ,4
@BigChat  Ooops.. I had a bug   But I fixed it..    Try that tiny URL again..,4
is afraid that her G.I. notes will not read themselves. ,0
"thought it would be interesting to get F1 updates from Twitter, slightly regretting the decision, I can't see anyone elses's updates ",0
@Bleakey the boy i saw on wednesday ,4
@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me ,0
@CandiceNicolePR I haven't heard from you in while ,0
"Ate way to much, but I got new gladiators! ",4
@realdustinmoody yeah..so not very real then? bahahaha ,4
Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy,0
"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3",0
@DTizzler and it took me my entire walk to the train station to undo it ,0
@householdhacker do you hate WasteTimeChasingCars? He's catching up to you!  4423,4
Laundry...  like meeting new peoples... ,4
"my computer crashed, but i'm back :B i am twittaddicted ",4
hates waiting for mails ,0
@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!,0
@xbrandoncarroll thanks ,4
ugh hate haviinq dis sleepiinq problemsz ,0
just go back from 17 again!!!!!  love matthew perry!,4
@tristanrogers checked out your wife's website... pretty cool from what I could see on my iPhone will look at it on   computer when home ,4
"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",0
@gbastian no prob ,4
Fell asleep . . . Really didn't mean too  *christina*,0
Only two more days until holidays! All my friends are in public schools so we can't hang out on Thursday  THEN DISNEYLAND OMG.,0
"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",0
@joeymcintyre hope you have a good show tonight ,4
@suejester The weather was absolutely gorgeous! If it could only stay this way  I wonder what the weather will be like in Germany? ;),4
@guykawasaki  That's so sad for the goats.   Wa-ah-ah-ah-ah-ah!,0
@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,0
wednesday my b-day n don't know what 2 do!  ,0
"@kakaboom : &quot;Oh my God, is that his -package-? It looks like a fucking fish!&quot; (Loltatz FTW) ",4
At the Eric Roberson concert so excited to see him peform. Fun in ATL this weekend. No complaints. ,4
"Debbugging old VB6 code, the day could have started better . . .  ",0
Just saw the most amazing dance show ever and friends I haven't seen in a few weeks. Good night. ,4
12:15 am? Never to late for a bubble bath! ,4
"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them ",0
@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd ,0
@julieebaby awe i love you too!!!! 1 am here  i miss you,0
"@DawnRichard Where you get them space boots from? Are they some type of metaphor? For you being so high &amp; fly, that haters cant touch? ",4
@zestylime yup! its from that segment! ,4
@jessicamary2 lol u made me laugh ,4
@issa711 liz has a twitter ,4
@piarincess I need to have lunch with you!  ASAP ,4
Taking the girls to dinner at Chick Fil a~ so they can play ,4
"Omg so tired! And hungry! I'm finally off work, omg thank jebus ",4
@pkjay_squared LOL me too ,4
why does stik-o have to be chocolate?! ,0
@YvetteTillis awwh thanks ill def keep that in mind.  thanks hun,4
@cjedmonston perhaps tea will work ,4
@redvinylgirl my mom has it. I wish you the best of luck ,0
@asimsoofi very cute  its so funny how dads are like that.,4
"@katehavnevik sweet dreams Miss Kate, I hope to see you shortly in NYC ",4
assuaged my sadness over the Caps loss with some serious DC shopping ,4
@nicolerichie OH MY YES!! i miss ,0
"Off to bed now, sick n can't sleep but will try w/ help of meds :s ",0
"@BenHucke: nice new profile pict. So, how's daddyhood treatin' ya? ",4
@MsIndigo Lovely Bones is an awesome book! ,4
@jess22t haha i know eh. but i'm thinking about vet science at sydney uni. cept that the guy wasn't there last night. he was in hostpital ,0
"@garethb2  That's awesome, much love for the Gareth clan.",4
still up trying to finish a mix ,0
morning all. v. groggy this morning.... ,0
@annie_silly  thnks A.   r u in a pool holding onto a innertube.if so have a great swim. ,4
missed today's ELLEN ,0
@miagirll thanks! So far so good!  hope u r having a good weekend too!!!,4
@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .,0
sangria at mediterra to cheer me up ,4
"@aninah Hello, darling! ",4
@mario4rory lmaoo right ,4
Crazy wind today = no birding  http://ff.im/1XTTi,0
@arnoldfaber Ellis -- very cool.  I'll be checking him out some more. ,4
Depressed. Our new app's Alpha 0.0.10 is now even more complex than our last app's version 9.5. I long for those  small dev teams days.  ,0
"@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. ",0
"@SLessard But, but, but . . I wanna listen to the masters too!  ",0
@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ,0
"@Rachealblack110 I can't right now, but I will ",4
@brianhancock wonderful! See ya ,4
I had dairy queen ,4
"@duncn Revision, again.  Oh, and morning @itscammy!",0
@missmandamayhem duuuude id wreck you in sf4  who's your character?,4
sadly is going to bed. ,0
"@perezhilton Whoa. I thought Madonna's a superhuman! ) Aww, be well Madge ",4
Off to date night! ,4
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,0
@eatconsciously You posted my mantra for the day   I won't give up!,4
Home for Easter ,4
"It was storming too hard and Pfunk's outta state so me and baby came to Mommy n Daddy's House   Nighty Night, Twitterpals!",4
"@deadfreedom thanks!  I hope it'll actually happen, lol I have a bad rep for not actually doing things. I'm glad you're doing ok tho &lt;33",4
Up early ,0
it'll take 3 days for my sister to get her passport ,0
"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!",0
@thethirdrat oh good. thankyou ,4
YAY FOR BASEBALL SEASON! boo to yankees losing their first game ,0
Ate a piece of angel food cake and another Laffy Taffy ,0
@theloudquietguy ahaha!  bouncing free. Youknoww?,4
@fanofbsb4ever Sorry you missed it ,0
@contactabe I'm so jealous.  I missed all of opening day this year ,0
@grahamcracker  If only you were working in the Melbourne Victoria Police Department or the Melbourne City Cabs. ,0
@hydrohonay im great. i cant wait til tomorroe ethier. im going back to l.a. thursday til monday im ready for it ,4
"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget ",0
"@fuzzz @emenel @krooj @astroboy @shapelike: Good luck at Paris-to-Ancaster tomorrow, dudes! Make me proud! ",4
"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work ",0
wants to cry ,0
"Arby's or McDonald's? Quick, quick ",4
I am worried that I won't get my $900 even though I paid a buttload of tax last year ! ,0
Decided not to go out.. off to bed. ,4
@nicopop soon! In a taxi will twitpic away as soon as we get there ,4
saw the hannah montana movie judge me if you want but i liked it  so stupid tired right now though probably going to bed here in a few,4
"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha",0
@missoliviaa nooo brat. to the west coast hahaa quite making me sad ,0
Maybe I should be sleeping now.. My eyes are getting really tired.. I hope all of you are having a great day/night/evening/morning ,4
"@GoddessGeek best. headline. evar. (the one you wrote, not the actual article headline) ",4
"@plainlane Ha, well they will. My CD is signed ",4
watching the movie i rented The Women with my mom. btw i realized i have no followers so i'm going to try and get some. ,4
Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML,0
